race_code,branch,dedicated_model,agreement_status,score_source,dedicated_score,entry_gate,S67_buy,v148_status,settled,hit,invest,return,points,payout100,actual_combo
202608140405,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608140406,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608140602,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,SETTLED,1,0,600,0,6,6900,6-4-3
202608140701,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608141004,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608141005,3まくり,3まくり,ELIGIBLE_SCORE,v90,51.1902,1,0,SETTLED,1,0,600,0,6,790,1-3-5
202608141007,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608141008,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608141203,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608141703,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608141706,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608142106,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608142107,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608142108,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608142202,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608142205,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608142207,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608142304,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608142307,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608142401,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608142402,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608142403,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608142405,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608142407,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150103,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150204,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150205,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150206,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150208,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150301,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150306,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150307,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150308,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150309,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150404,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150407,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150501,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150504,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150506,3まくり,3まくり,ELIGIBLE_SCORE,v90,74.0875,1,1,SETTLED,1,0,600,0,6,1420,1-3-5
202608150602,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150701,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150702,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608150906,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608151008,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608151010,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608151105,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608151704,5頭,5頭展開,ELIGIBLE_SCORE,v90,72.99,1,1,SETTLED,1,0,600,0,6,3230,2-3-5
202608151807,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608151808,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608151901,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608151903,5頭,5頭展開,ELIGIBLE_SCORE,v90,34.6905,1,0,SETTLED,1,0,600,0,6,1000,1-2-6
202608151904,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608152204,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608152206,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608152402,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608152403,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608152404,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608152408,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608152409,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608152412,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608160104,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608160202,4カド,4カドまくり,ELIGIBLE_SCORE,v91_CORR20,50.4072,1,0,SETTLED,1,0,700,0,7,4150,4-3-1
202608160208,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608160209,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608160402,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608160407,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608160501,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608160504,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608160601,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608160602,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608160902,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608160904,4カド,4カドまくり,ELIGIBLE_SCORE,v91_CORR20,90.5136,1,1,SETTLED,1,0,700,0,7,1580,2-4-6
202608161006,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608161007,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608161009,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608161011,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608161101,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608161104,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608161107,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608161204,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608161402,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608161407,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608161702,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608161703,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608161704,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608161811,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608162205,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608162405,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608170201,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608170202,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608170203,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608170204,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608170206,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608170503,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608170902,5頭,5頭展開,ELIGIBLE_SCORE,v90,53.3321,1,0,SETTLED,1,0,600,0,6,18950,2-3-6
202608170903,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608170907,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608170908,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171007,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171008,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171103,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171104,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171107,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171406,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171409,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171410,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171503,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171706,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171707,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171708,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171806,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171808,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171810,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608171811,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608172202,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608172204,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608172208,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608172409,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608180501,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,SETTLED,1,0,600,0,6,6460,2-1-4
202608180904,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608180908,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181008,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181101,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,SETTLED,1,0,600,0,6,4080,3-2-5
202608181103,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181107,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181403,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181405,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181406,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181407,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181501,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181502,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181504,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181505,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181601,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181607,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181608,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181609,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181706,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608181811,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608182001,3まくり,3まくり,ELIGIBLE_SCORE,v90,71.3386,1,1,SETTLED,1,1,600,680,6,680,3-1-6
202608182002,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608190902,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608190907,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191001,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191102,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191110,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191307,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191309,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191402,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191404,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191405,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191407,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191501,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191603,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191604,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191606,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191608,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608191902,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608200202,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608200204,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608200206,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608200208,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608200211,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608200401,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608200403,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608200404,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608200405,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608200406,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608200410,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608200411,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608200902,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608200904,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608201302,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608201303,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608201504,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608201508,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608201608,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608202002,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608202005,4カド,4カドまくり,ELIGIBLE_SCORE,v91_CORR20,98.3999,1,1,SETTLED,1,0,700,0,7,1740,2-1-4
202608202107,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608202108,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608202308,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608202401,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608202402,3まくり差し,3まくり差し,ELIGIBLE_SCORE,v90,55.7852,1,0,SETTLED,1,1,600,350,6,350,3-4-6
202608202403,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608202404,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
