family,param,floor,R,return_yen,profit_yen,roi_pct,head_rate_pct,hit_rate_pct,min_month_roi_pct,min_month_R
ADAPT,9,6.0,24,139720.0,-100280.0,58.21666666666667,29.166666666666668,8.333333333333332,0.0,5
ADAPT,9,6.5,23,144190.0,-85810.0,62.69130434782609,30.434782608695656,8.695652173913043,0.0,5
ADAPT,9,7.0,21,77140.0,-132860.0,36.733333333333334,33.33333333333333,4.761904761904762,0.0,5
ADAPT,9,7.5,18,77140.0,-102860.0,42.855555555555554,27.77777777777778,5.555555555555555,0.0,4
ADAPT,9,8.0,15,0.0,-150000.0,0.0,20.0,0.0,0.0,3
ADAPT,9,8.5,14,0.0,-140000.0,0.0,21.428571428571427,0.0,0.0,3
ADAPT,9,9.0,12,0.0,-120000.0,0.0,25.0,0.0,0.0,2
ADAPT,9,9.5,12,0.0,-120000.0,0.0,25.0,0.0,0.0,2
ADAPT,9,10.0,11,0.0,-110000.0,0.0,27.27272727272727,0.0,0.0,2
ADAPT,9,10.5,10,0.0,-100000.0,0.0,30.0,0.0,0.0,2
ADAPT,9,11.0,8,0.0,-80000.0,0.0,25.0,0.0,0.0,2
ADAPT,9,11.5,6,0.0,-60000.0,0.0,33.33333333333333,0.0,0.0,1
ADAPT,9,12.0,5,0.0,-50000.0,0.0,40.0,0.0,0.0,1
ADAPT,9,12.5,3,0.0,-30000.0,0.0,33.33333333333333,0.0,0.0,0
ADAPT,9,13.0,3,0.0,-30000.0,0.0,33.33333333333333,0.0,0.0,0
ADAPT,9,13.5,2,0.0,-20000.0,0.0,50.0,0.0,0.0,0
ADAPT,9,14.0,2,0.0,-20000.0,0.0,50.0,0.0,0.0,0
ADAPT,9,14.5,1,0.0,-10000.0,0.0,0.0,0.0,0.0,0
ADAPT,9,15.0,1,0.0,-10000.0,0.0,0.0,0.0,0.0,0
ADAPT,10,4.0,29,126860.0,-163140.0,43.744827586206895,31.03448275862069,10.344827586206897,0.0,6
ADAPT,10,4.5,28,150150.0,-129850.0,53.625,32.142857142857146,10.714285714285714,0.0,6
ADAPT,10,5.0,26,158950.0,-101050.0,61.13461538461539,30.76923076923077,11.538461538461538,0.0,6
ADAPT,10,5.5,25,139720.0,-110280.0,55.888,28.000000000000004,8.0,0.0,6
ADAPT,10,6.0,24,139720.0,-100280.0,58.21666666666667,29.166666666666668,8.333333333333332,0.0,5
ADAPT,10,6.5,23,144190.0,-85810.0,62.69130434782609,30.434782608695656,8.695652173913043,0.0,5
ADAPT,10,7.0,21,77140.0,-132860.0,36.733333333333334,33.33333333333333,4.761904761904762,0.0,5
ADAPT,10,7.5,18,77140.0,-102860.0,42.855555555555554,27.77777777777778,5.555555555555555,0.0,4
ADAPT,10,8.0,15,0.0,-150000.0,0.0,20.0,0.0,0.0,3
ADAPT,10,8.5,14,0.0,-140000.0,0.0,21.428571428571427,0.0,0.0,3
ADAPT,10,9.0,12,0.0,-120000.0,0.0,25.0,0.0,0.0,2
ADAPT,10,9.5,12,0.0,-120000.0,0.0,25.0,0.0,0.0,2
ADAPT,10,10.0,11,0.0,-110000.0,0.0,27.27272727272727,0.0,0.0,2
ADAPT,10,10.5,10,0.0,-100000.0,0.0,30.0,0.0,0.0,2
ADAPT,10,11.0,8,0.0,-80000.0,0.0,25.0,0.0,0.0,2
ADAPT,10,11.5,6,0.0,-60000.0,0.0,33.33333333333333,0.0,0.0,1
ADAPT,10,12.0,5,0.0,-50000.0,0.0,40.0,0.0,0.0,1
ADAPT,10,12.5,3,0.0,-30000.0,0.0,33.33333333333333,0.0,0.0,0
ADAPT,10,13.0,3,0.0,-30000.0,0.0,33.33333333333333,0.0,0.0,0
ADAPT,10,13.5,2,0.0,-20000.0,0.0,50.0,0.0,0.0,0
ADAPT,10,14.0,2,0.0,-20000.0,0.0,50.0,0.0,0.0,0
ADAPT,10,14.5,1,0.0,-10000.0,0.0,0.0,0.0,0.0,0
ADAPT,10,15.0,1,0.0,-10000.0,0.0,0.0,0.0,0.0,0
ADAPT,11,4.0,29,126860.0,-163140.0,43.744827586206895,31.03448275862069,10.344827586206897,0.0,6
ADAPT,11,4.5,28,150150.0,-129850.0,53.625,32.142857142857146,10.714285714285714,0.0,6
ADAPT,11,5.0,26,158950.0,-101050.0,61.13461538461539,30.76923076923077,11.538461538461538,0.0,6
ADAPT,11,5.5,25,139720.0,-110280.0,55.888,28.000000000000004,8.0,0.0,6
ADAPT,11,6.0,24,139720.0,-100280.0,58.21666666666667,29.166666666666668,8.333333333333332,0.0,5
ADAPT,11,6.5,23,144190.0,-85810.0,62.69130434782609,30.434782608695656,8.695652173913043,0.0,5
ADAPT,11,7.0,21,77140.0,-132860.0,36.733333333333334,33.33333333333333,4.761904761904762,0.0,5
ADAPT,11,7.5,18,77140.0,-102860.0,42.855555555555554,27.77777777777778,5.555555555555555,0.0,4
ADAPT,11,8.0,15,0.0,-150000.0,0.0,20.0,0.0,0.0,3
ADAPT,11,8.5,14,0.0,-140000.0,0.0,21.428571428571427,0.0,0.0,3
ADAPT,11,9.0,12,0.0,-120000.0,0.0,25.0,0.0,0.0,2
ADAPT,11,9.5,12,0.0,-120000.0,0.0,25.0,0.0,0.0,2
ADAPT,11,10.0,11,0.0,-110000.0,0.0,27.27272727272727,0.0,0.0,2
ADAPT,11,10.5,10,0.0,-100000.0,0.0,30.0,0.0,0.0,2
ADAPT,11,11.0,8,0.0,-80000.0,0.0,25.0,0.0,0.0,2
ADAPT,11,11.5,6,0.0,-60000.0,0.0,33.33333333333333,0.0,0.0,1
ADAPT,11,12.0,5,0.0,-50000.0,0.0,40.0,0.0,0.0,1
ADAPT,11,12.5,3,0.0,-30000.0,0.0,33.33333333333333,0.0,0.0,0
ADAPT,11,13.0,3,0.0,-30000.0,0.0,33.33333333333333,0.0,0.0,0
ADAPT,11,13.5,2,0.0,-20000.0,0.0,50.0,0.0,0.0,0
ADAPT,11,14.0,2,0.0,-20000.0,0.0,50.0,0.0,0.0,0
ADAPT,11,14.5,1,0.0,-10000.0,0.0,0.0,0.0,0.0,0
ADAPT,11,15.0,1,0.0,-10000.0,0.0,0.0,0.0,0.0,0
ADAPT,12,4.0,29,126860.0,-163140.0,43.744827586206895,31.03448275862069,10.344827586206897,0.0,6
ADAPT,12,4.5,28,150150.0,-129850.0,53.625,32.142857142857146,10.714285714285714,0.0,6
ADAPT,12,5.0,26,158950.0,-101050.0,61.13461538461539,30.76923076923077,11.538461538461538,0.0,6
ADAPT,12,5.5,25,139720.0,-110280.0,55.888,28.000000000000004,8.0,0.0,6
ADAPT,12,6.0,24,139720.0,-100280.0,58.21666666666667,29.166666666666668,8.333333333333332,0.0,5
ADAPT,12,6.5,23,144190.0,-85810.0,62.69130434782609,30.434782608695656,8.695652173913043,0.0,5
ADAPT,12,7.0,21,77140.0,-132860.0,36.733333333333334,33.33333333333333,4.761904761904762,0.0,5
ADAPT,12,7.5,18,77140.0,-102860.0,42.855555555555554,27.77777777777778,5.555555555555555,0.0,4
ADAPT,12,8.0,15,0.0,-150000.0,0.0,20.0,0.0,0.0,3
ADAPT,12,8.5,14,0.0,-140000.0,0.0,21.428571428571427,0.0,0.0,3
ADAPT,12,9.0,12,0.0,-120000.0,0.0,25.0,0.0,0.0,2
ADAPT,12,9.5,12,0.0,-120000.0,0.0,25.0,0.0,0.0,2
ADAPT,12,10.0,11,0.0,-110000.0,0.0,27.27272727272727,0.0,0.0,2
ADAPT,12,10.5,10,0.0,-100000.0,0.0,30.0,0.0,0.0,2
ADAPT,12,11.0,8,0.0,-80000.0,0.0,25.0,0.0,0.0,2
ADAPT,12,11.5,6,0.0,-60000.0,0.0,33.33333333333333,0.0,0.0,1
ADAPT,12,12.0,5,0.0,-50000.0,0.0,40.0,0.0,0.0,1
ADAPT,12,12.5,3,0.0,-30000.0,0.0,33.33333333333333,0.0,0.0,0
ADAPT,12,13.0,3,0.0,-30000.0,0.0,33.33333333333333,0.0,0.0,0
ADAPT,12,13.5,2,0.0,-20000.0,0.0,50.0,0.0,0.0,0
ADAPT,12,14.0,2,0.0,-20000.0,0.0,50.0,0.0,0.0,0
ADAPT,12,14.5,1,0.0,-10000.0,0.0,0.0,0.0,0.0,0
ADAPT,12,15.0,1,0.0,-10000.0,0.0,0.0,0.0,0.0,0
