actual_combo,band,combo,combo_prob,conditional_prob,date,ev,head,head_prob,model,odds_pre,payout100,period,race_code,score
3-5-6,low,3-6-1,0.0036422406692348938,0.023896576495907186,2026-07-19,0.5670968721998729,3,0.1524168397033235,3まくり,155.7,36750,validation,202607191905,42.29500000000001
3-5-6,low,3-6-2,0.0018202828148715094,0.011942793318734697,2026-07-19,0.7266568996967065,3,0.1524168397033235,3まくり,399.2,36750,validation,202607191905,42.29500000000001
3-5-6,low,3-6-4,0.0042514903303442755,0.027893836000140934,2026-07-19,1.3124350649772778,3,0.1524168397033235,3まくり,308.7,36750,validation,202607191905,42.29500000000001
3-5-6,low,3-6-5,0.0015793002015488957,0.010361717278897618,2026-07-19,0.710685090697003,3,0.1524168397033235,3まくり,450.0,36750,validation,202607191905,42.29500000000001
3-5-6,preA,3-1-2,0.009401686164251003,0.047932797411396916,2026-07-20,0.32247783543380937,3,0.19614307263476297,3まくり,34.3,5990,validation,202607201803,52.881
3-5-6,preA,3-1-4,0.01275240381438751,0.06501582565770088,2026-07-20,1.018917064769562,3,0.19614307263476297,3まくり,79.9,5990,validation,202607201803,52.881
3-5-6,preA,3-1-5,0.015259193099191024,0.07779623768617662,2026-07-20,0.2609322019961665,3,0.19614307263476297,3まくり,17.1,5990,validation,202607201803,52.881
3-5-6,preA,3-1-6,0.011473569181847483,0.05849591845240621,2026-07-20,1.1198203521483143,3,0.19614307263476297,3まくり,97.6,5990,validation,202607201803,52.881
3-5-6,preA,3-2-1,0.009004641528868453,0.04590853710972475,2026-07-20,0.727575035532571,3,0.19614307263476297,3まくり,80.8,5990,validation,202607201803,52.881
3-5-6,preA,3-2-4,0.006862147333520821,0.03498541774299004,2026-07-20,1.0245185968946586,3,0.19614307263476297,3まくり,149.3,5990,validation,202607201803,52.881
3-5-6,preA,3-2-5,0.00821106614575334,0.041862636469670915,2026-07-20,0.6207566006189524,3,0.19614307263476297,3まくり,75.6,5990,validation,202607201803,52.881
3-5-6,preA,3-2-6,0.006173998511429895,0.03147701536687185,2026-07-20,1.6003004141626287,3,0.19614307263476297,3まくり,259.2,5990,validation,202607201803,52.881
3-5-6,preA,3-4-1,0.011387527207067987,0.05805724899738185,2026-07-20,1.770760480699072,3,0.19614307263476297,3まくり,155.5,5990,validation,202607201803,52.881
3-5-6,preA,3-4-2,0.006397889441212343,0.03261848280069427,2026-07-20,1.0684475366824613,3,0.19614307263476297,3まくり,167.0,5990,validation,202607201803,52.881
3-5-6,preA,3-4-5,0.010383949081596696,0.0529406873365984,2026-07-20,1.8296518281773377,3,0.19614307263476297,3まくり,176.2,5990,validation,202607201803,52.881
3-5-6,preA,3-4-6,0.007807815091795229,0.03980673386479533,2026-07-20,1.7434851099978745,3,0.19614307263476297,3まくり,223.3,5990,validation,202607201803,52.881
3-5-6,preA,3-5-1,0.02093057724478591,0.10671076456399066,2026-07-20,0.5672186433336982,3,0.19614307263476297,3まくり,27.1,5990,validation,202607201803,52.881
3-5-6,preA,3-5-2,0.011759490600363106,0.059953637120085265,2026-07-20,0.7655428380836381,3,0.19614307263476297,3まくり,65.1,5990,validation,202607201803,52.881
3-5-6,preA,3-5-4,0.01595051889282792,0.08132083727743626,2026-07-20,1.8247393613395142,3,0.19614307263476297,3まくり,114.4,5990,validation,202607201803,52.881
3-5-6,preA,3-5-6,0.014350971367198376,0.07316583336043302,2026-07-20,1.194000817750905,3,0.19614307263476297,3まくり,83.2,5990,validation,202607201803,52.881
3-5-6,preA,3-6-1,0.005573826565641926,0.028417147191432658,2026-07-20,1.461457325511313,3,0.19614307263476297,3まくり,262.2,5990,validation,202607201803,52.881
3-5-6,preA,3-6-2,0.003131560125655334,0.015965693223775466,2026-07-20,1.261079262601403,3,0.19614307263476297,3まくり,402.7,5990,validation,202607201803,52.881
3-5-6,preA,3-6-4,0.0042476337322595965,0.021655792759854915,2026-07-20,1.3120940598949893,3,0.19614307263476297,3まくり,308.9,5990,validation,202607201803,52.881
3-5-6,preA,3-6-5,0.005082607505109009,0.025912755606583706,2026-07-20,1.0322775842876397,3,0.19614307263476297,3まくり,203.1,5990,validation,202607201803,52.881
1-3-4,low,3-1-2,0.007810080499805229,0.04627774232090676,2026-07-20,0.3209943085419949,3,0.16876537419754142,3まくり,41.1,700,validation,202607201806,37.874
1-3-4,low,3-1-4,0.018876284233433092,0.1118492719444821,2026-07-20,0.6115916091632322,3,0.16876537419754142,3まくり,32.4,700,validation,202607201806,37.874
1-3-4,low,3-1-5,0.005786206994812802,0.034285510415424394,2026-07-20,0.6497910455174777,3,0.16876537419754142,3まくり,112.3,700,validation,202607201806,37.874
1-3-4,low,3-1-6,0.01324524383648387,0.07848318352898735,2026-07-20,0.31258775454101934,3,0.16876537419754142,3まくり,23.6,700,validation,202607201806,37.874
1-3-4,low,3-2-1,0.007148424473074485,0.0423571749066677,2026-07-20,0.9821935226004344,3,0.16876537419754142,3まくり,137.4,700,validation,202607201806,37.874
1-3-4,low,3-2-4,0.008755734796375217,0.05188110913158376,2026-07-20,1.154881419641891,3,0.16876537419754142,3まくり,131.9,700,validation,202607201806,37.874
1-3-4,low,3-2-5,0.002683923027275688,0.01590328016062188,2026-07-20,0.97480084350653,3,0.16876537419754142,3まくり,363.2,700,validation,202607201806,37.874
1-3-4,low,3-2-6,0.006143785551828597,0.0364043014216722,2026-07-20,0.9873063381788555,3,0.16876537419754142,3まくり,160.7,700,validation,202607201806,37.874
1-3-4,low,3-4-1,0.020769827414796996,0.12306924636380519,2026-07-20,1.327191971805528,3,0.16876537419754142,3まくり,63.9,700,validation,202607201806,37.874
1-3-4,low,3-4-2,0.010525776776880701,0.062369291253786346,2026-07-20,1.1630983338453174,3,0.16876537419754142,3まくり,110.5,700,validation,202607201806,37.874
1-3-4,low,3-4-5,0.007798168432930258,0.04620715872559516,2026-07-20,3.1333040763513775,3,0.16876537419754142,3まくり,401.8,700,validation,202607201806,37.874
1-3-4,low,3-4-6,0.017850837770706854,0.10577310574272353,2026-07-20,0.8372042914461514,3,0.16876537419754142,3まくり,46.9,700,validation,202607201806,37.874
1-3-4,low,3-5-1,0.005371298739630421,0.031827018813369065,2026-07-20,1.6371718558393524,3,0.16876537419754142,3まくり,304.8,700,validation,202607201806,37.874
1-3-4,low,3-5-2,0.002722078060938141,0.01612936346618071,2026-07-20,1.3618556538873519,3,0.16876537419754142,3まくり,500.3,700,validation,202607201806,37.874
1-3-4,low,3-5-4,0.0065790255535960445,0.03898326647203848,2026-07-20,3.489515153627342,3,0.16876537419754142,3まくり,530.4,700,validation,202607201806,37.874
1-3-4,low,3-5-6,0.004616416906326131,0.027354052502040926,2026-07-20,2.4984048297037025,3,0.16876537419754142,3まくり,541.2,700,validation,202607201806,37.874
1-3-4,low,3-6-1,0.007107062661437822,0.04211209020352089,2026-07-20,0.37454220225777324,3,0.16876537419754142,3まくり,52.7,700,validation,202607201806,37.874
1-3-4,low,3-6-2,0.0036017321482557595,0.021341653555307493,2026-07-20,0.5683533329947589,3,0.16876537419754142,3まくり,157.8,700,validation,202607201806,37.874
1-3-4,low,3-6-4,0.008705072856145949,0.05158091757588011,2026-07-20,0.500541689228392,3,0.16876537419754142,3まくり,57.5,700,validation,202607201806,37.874
1-3-4,low,3-6-5,0.002668393462807372,0.015811261495406,2026-07-20,1.5055075917159195,3,0.16876537419754142,3まくり,564.2,700,validation,202607201806,37.874
3-2-5,preA,3-1-2,0.006218890995060477,0.031784752019401376,2026-07-20,0.2698998691856247,3,0.1956564264293921,3まくり,43.4,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-1-4,0.013442748985827988,0.06870589037707467,2026-07-20,0.18685421090300905,3,0.1956564264293921,3まくり,13.9,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-1-5,0.009442073527667974,0.04825843801800909,2026-07-20,0.09158811321837934,3,0.1956564264293921,3まくり,9.7,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-1-6,0.007454383650752525,0.0380993550111815,2026-07-20,0.5121161568066985,3,0.1956564264293921,3まくり,68.7,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-2-1,0.006539984793228809,0.03342586242925651,2026-07-20,0.5866366359526242,3,0.1956564264293921,3まくり,89.7,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-2-4,0.009822883528634696,0.05020475794174616,2026-07-20,1.1070389736771302,3,0.1956564264293921,3まくり,112.7,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-2-5,0.00689951055612713,0.03526339861173435,2026-07-20,0.5533407466013959,3,0.1956564264293921,3まくり,80.2,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-2-6,0.005447066106515614,0.027839954996220554,2026-07-20,1.1988992500440865,3,0.1956564264293921,3まくり,220.1,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-4-1,0.016180042743943603,0.08269619883803106,2026-07-20,0.3155108335069003,3,0.1956564264293921,3まくり,19.5,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-4-2,0.011242600435431868,0.057460931085179884,2026-07-20,0.9713606776213134,3,0.1956564264293921,3まくり,86.4,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-4-5,0.017069516098264927,0.08724229717251288,2026-07-20,0.2611635963034534,3,0.1956564264293921,3まくり,15.3,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-4-6,0.013476141798335466,0.06887656104257171,2026-07-20,1.1279530685206784,3,0.1956564264293921,3まくり,83.7,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-5-1,0.013809333594613935,0.0705795043210472,2026-07-20,0.15604546961913748,3,0.1956564264293921,3まくり,11.3,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-5-2,0.009595328166975562,0.04904172248305013,2026-07-20,0.47592827708198787,3,0.1956564264293921,3まくり,49.6,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-5-4,0.02074125243355275,0.10600854166698068,2026-07-20,0.2841551583396727,3,0.1956564264293921,3まくり,13.7,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-5-6,0.011501609767452152,0.05878472778711829,2026-07-20,0.6245374103726518,3,0.1956564264293921,3まくり,54.3,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-6-1,0.003944940087575527,0.020162588878720855,2026-07-20,0.7515110866831378,3,0.1956564264293921,3まくり,190.5,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-6-2,0.002741116686044018,0.014009847445686759,2026-07-20,0.8121928740748426,3,0.1956564264293921,3まくり,296.3,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-6-4,0.005925195276878471,0.0302836731969892,2026-07-20,1.2235528246754042,3,0.1956564264293921,3まくり,206.5,5570,validation,202607201903,52.797333333333334
3-2-5,preA,3-6-5,0.004161807196508596,0.021270996677487084,2026-07-20,0.6396697661033711,3,0.1956564264293921,3まくり,153.7,5570,validation,202607201903,52.797333333333334
1-2-5,low,3-1-2,0.007747743812267575,0.05239390201809894,2026-07-21,0.07282879183531521,3,0.14787491509205014,3まくり,9.4,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-1-4,0.017316568464622515,0.11710281256184109,2026-07-21,0.2874550365127338,3,0.14787491509205014,3まくり,16.6,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-1-5,0.007230903672536003,0.04889878494966413,2026-07-21,0.04338542203521602,3,0.14787491509205014,3まくり,6.0,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-1-6,0.013624405570298866,0.09213466369071359,2026-07-21,0.1539557829443772,3,0.14787491509205014,3まくり,11.3,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-2-1,0.006494920171914069,0.043921716998931624,2026-07-21,0.2760341073063479,3,0.14787491509205014,3まくり,42.5,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-2-4,0.006025081166951978,0.04074444379698508,2026-07-21,0.7073445290001623,3,0.14787491509205014,3まくり,117.4,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-2-5,0.002515901555579376,0.0170137142869246,2026-07-21,0.17913219075725156,3,0.14787491509205014,3まくり,71.2,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-2-6,0.004740439745913181,0.03205709192098147,2026-07-21,0.6366410578761402,3,0.14787491509205014,3まくり,134.3,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-4-1,0.016860607328453986,0.11401938806158221,2026-07-21,0.9543103747904956,3,0.14787491509205014,3まくり,56.6,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-4-2,0.006998028646663388,0.047323974064885914,2026-07-21,0.9433342615702247,3,0.14787491509205014,3まくり,134.8,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-4-5,0.006531200858958251,0.04416706413587907,2026-07-21,0.5995642388523674,3,0.14787491509205014,3まくり,91.8,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-4-6,0.01230603163771968,0.0832191966437265,2026-07-21,1.4742625901988176,3,0.14787491509205014,3まくり,119.8,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-5-1,0.006805254364547292,0.04602034334431308,2026-07-21,0.1728534608595012,3,0.14787491509205014,3まくり,25.4,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-5-2,0.002824534375494514,0.019100835146625642,2026-07-21,0.1731439572178137,3,0.14787491509205014,3まくり,61.3,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-5-4,0.006312965952292557,0.04269125665000599,2026-07-21,0.5624852663492668,3,0.14787491509205014,3まくり,89.1,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-5-6,0.0049669429980448935,0.03358881386307501,2026-07-21,0.2538107872000941,3,0.14787491509205014,3まくり,51.1,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-6-1,0.006803245655700882,0.04600675950661377,2026-07-21,0.3510474758341655,3,0.14787491509205014,3まくり,51.6,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-6-2,0.002823700656887814,0.01909519714773867,2026-07-21,0.4450152235255194,3,0.14787491509205014,3まくり,157.6,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-6-4,0.006311102552355367,0.04267865545976335,2026-07-21,1.017349731439685,3,0.14787491509205014,3まくり,161.2,8510,validation,202607211905,45.57533333333333
1-2-5,low,3-6-5,0.0026353359048479678,0.01782138575165035,2026-07-21,0.2290106901312884,3,0.14787491509205014,3まくり,86.9,8510,validation,202607211905,45.57533333333333
1-5-4,preA,3-1-2,0.010359291126055242,0.05325511769115662,2026-07-21,0.10773662771097452,3,0.19452198352338773,3まくり,10.4,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-1-4,0.022356597612808834,0.11493095642899848,2026-07-21,0.18779541994759422,3,0.19452198352338773,3まくり,8.4,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-1-5,0.011625576906389098,0.05976484866036405,2026-07-21,0.07789136527280696,3,0.19452198352338773,3まくり,6.7,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-1-6,0.010607624152913565,0.054531749886450195,2026-07-21,1.2994339587319117,3,0.19452198352338773,3まくり,122.5,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-2-1,0.009317461259034251,0.04789927128166466,2026-07-21,0.479849254840264,3,0.19452198352338773,3まくり,51.5,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-2-4,0.00979378917206559,0.05034798121358898,2026-07-21,1.0498941992454314,3,0.19452198352338773,3まくり,107.2,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-2-5,0.0050928343926347755,0.02618127936178717,2026-07-21,0.42881665585984813,3,0.19452198352338773,3まくり,84.2,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-2-6,0.0046468982610585186,0.023888807716685726,2026-07-21,2.028835780778149,3,0.19452198352338773,3まくり,436.6,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-4-1,0.022998170067465577,0.11822915667884121,2026-07-21,0.9912211299077663,3,0.19452198352338773,3まくり,43.1,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-4-2,0.01120136023483364,0.057584032570215285,2026-07-21,1.3049584673581192,3,0.19452198352338773,3まくり,116.5,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-4-5,0.012570577781977529,0.06462291590022855,2026-07-21,0.6850964891177753,3,0.19452198352338773,3まくり,54.5,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-4-6,0.011469879350494974,0.058964437554770925,2026-07-21,3.8252047633900736,3,0.19452198352338773,3まくり,333.5,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-5-1,0.012731068017806999,0.06544796524900909,2026-07-21,0.2966338848149031,3,0.19452198352338773,3まくり,23.3,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-5-2,0.006200722867223354,0.031876720332115215,2026-07-21,0.41668857667740944,3,0.19452198352338773,3まくり,67.2,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-5-4,0.013381906576829947,0.06879380075425262,2026-07-21,0.6316259904263736,3,0.19452198352338773,3まくり,47.2,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-5-6,0.006349366655643803,0.03264086937958047,2026-07-21,1.6394064704872298,3,0.19452198352338773,3まくり,258.2,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-6-1,0.004479709436549785,0.02302932221545634,2026-07-21,2.151604442374862,3,0.19452198352338773,3まくり,480.3,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-6-2,0.0021818622524738774,0.011216533026003964,2026-07-21,1.4553021224000762,3,0.19452198352338773,3まくり,667.0,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-6-4,0.004708721458985573,0.02420662885343977,2026-07-21,2.405685793395729,3,0.19452198352338773,3まくり,510.9,7650,validation,202607212303,52.647666666666666
1-5-4,preA,3-6-5,0.0024485659401427976,0.012587605245390694,2026-07-21,1.4698741338677213,3,0.19452198352338773,3まくり,600.3,7650,validation,202607212303,52.647666666666666
1-3-2,low,3-1-2,0.010308149542101883,0.06938409383895619,2026-07-21,0.8792851559412906,3,0.1485664649022814,3まくり,85.3,770,validation,202607212305,45.75433333333333
1-3-2,low,3-1-4,0.015193950155468696,0.10227038898355975,2026-07-21,1.7533818479410876,3,0.1485664649022814,3まくり,115.4,770,validation,202607212305,45.75433333333333
1-3-2,low,3-1-5,0.01372067509197568,0.09235378321076942,2026-07-21,0.44454987298001203,3,0.1485664649022814,3まくり,32.4,770,validation,202607212305,45.75433333333333
1-3-2,low,3-1-6,0.010277780341878534,0.06917967893116846,2026-07-21,2.473861728290163,3,0.1485664649022814,3まくり,240.7,770,validation,202607212305,45.75433333333333
1-3-2,low,3-2-1,0.008652390089644224,0.05823918671912451,2026-07-21,1.6595284191937623,3,0.1485664649022814,3まくり,191.8,770,validation,202607212305,45.75433333333333
1-3-2,low,3-2-4,0.005308771942983501,0.035733312672380745,2026-07-21,1.2539319329327028,3,0.1485664649022814,3まくり,236.2,770,validation,202607212305,45.75433333333333
1-3-2,low,3-2-5,0.004794009077412704,0.032268446856872655,2026-07-21,0.8375133858239994,3,0.1485664649022814,3まくり,174.7,770,validation,202607212305,45.75433333333333
1-3-2,low,3-2-6,0.0035910603468363817,0.02417140603835716,2026-07-21,2.349271678900361,3,0.1485664649022814,3まくり,654.2,770,validation,202607212305,45.75433333333333
1-3-2,low,3-4-1,0.012333558279571308,0.08301710811846821,2026-07-21,3.347327717075653,3,0.1485664649022814,3まくり,271.4,770,validation,202607212305,45.75433333333333
1-3-2,low,3-4-2,0.005134006109758377,0.034556964878549375,2026-07-21,1.148990567363925,3,0.1485664649022814,3まくり,223.8,770,validation,202607212305,45.75433333333333
1-3-2,low,3-4-5,0.006833625129758187,0.04599709048911515,2026-07-21,2.050770901440432,3,0.1485664649022814,3まくり,300.1,770,validation,202607212305,45.75433333333333
1-3-2,low,3-4-6,0.005118880634632279,0.0344551553945851,2026-07-21,4.081283529992316,3,0.1485664649022814,3まくり,797.3,770,validation,202607212305,45.75433333333333
1-3-2,low,3-5-1,0.015115487493493918,0.10174225726805863,2026-07-21,0.817747873398021,3,0.1485664649022814,3まくり,54.1,770,validation,202607212305,45.75433333333333
1-3-2,low,3-5-2,0.00629202079274331,0.042351554887449495,2026-07-21,1.1545858154683974,3,0.1485664649022814,3まくり,183.5,770,validation,202607212305,45.75433333333333
1-3-2,low,3-5-4,0.009274278561021058,0.062425114356198436,2026-07-21,1.8057020358307998,3,0.1485664649022814,3まくり,194.7,770,validation,202607212305,45.75433333333333
1-3-2,low,3-5-6,0.006273483650021053,0.04222678148899481,2026-07-21,3.557065229561937,3,0.1485664649022814,3まくり,567.0,770,validation,202607212305,45.75433333333333
1-3-2,low,3-6-1,0.004003393807127997,0.0269468201303787,2026-07-21,2.6878786021057373,3,0.1485664649022814,3まくり,671.4,770,validation,202607212305,45.75433333333333
1-3-2,low,3-6-2,0.0016664654108464138,0.011216968862673822,2026-07-21,1.2148532845070357,3,0.1485664649022814,3まくり,729.0,770,validation,202607212305,45.75433333333333
1-3-2,low,3-6-4,0.002456327615814754,0.016533526710959888,2026-07-21,2.0891066372504485,3,0.1485664649022814,3まくり,850.5,770,validation,202607212305,45.75433333333333
1-3-2,low,3-6-5,0.0022181508291911275,0.014930360163379409,2026-07-21,2.69505325746722,3,0.1485664649022814,3まくり,1215.0,770,validation,202607212305,45.75433333333333
1-3-4,low,3-1-2,0.0092077852487566,0.061300918778150984,2026-07-22,0.5183983095049965,3,0.15020631716923727,3まくり,56.3,620,validation,202607220511,46.32033333333334
1-3-4,low,3-1-4,0.01860199815395157,0.12384298147056438,2026-07-22,0.9319601075129736,3,0.15020631716923727,3まくり,50.1,620,validation,202607220511,46.32033333333334
