actual_combo,band,combo,combo_prob,conditional_prob,date,ev,head,head_prob,model,odds_pre,payout100,period,race_code,score
3-5-4,A,3-5-6,0.0038475145280792026,0.01876692092450665,2026-07-31,0.7825844550113098,3,0.20501575850170248,3まくり,203.4,15400,validation,202607311606,59.482
3-5-4,A,3-6-1,0.0026351691744081348,0.012853495719872928,2026-07-31,0.8169024440665218,3,0.20501575850170248,3まくり,310.0,15400,validation,202607311606,59.482
3-5-4,A,3-6-2,0.0020317003594742646,0.009909971673993993,2026-07-31,0.6960605431558831,3,0.20501575850170248,3まくり,342.6,15400,validation,202607311606,59.482
3-5-4,A,3-6-4,0.0029438959524649435,0.01435936424584892,2026-07-31,0.9582381325273391,3,0.20501575850170248,3まくり,325.5,15400,validation,202607311606,59.482
3-5-4,A,3-6-5,0.0021307140815551894,0.010392928315008017,2026-07-31,0.6765017208937726,3,0.20501575850170248,3まくり,317.5,15400,validation,202607311606,59.482
2-3-1,low,3-1-2,0.022154486802174855,0.14533231336078786,2026-07-31,0.9637201758946062,3,0.15244019922242813,3まくり,43.5,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-1-4,0.019771239511806545,0.12969833162549196,2026-07-31,1.1249835282217924,3,0.15244019922242813,3まくり,56.9,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-1-5,0.011502640021951015,0.07545673700653799,2026-07-31,1.0651444660326639,3,0.15244019922242813,3まくり,92.6,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-1-6,0.017483750798877713,0.11469252131694521,2026-07-31,1.0210510466544584,3,0.15244019922242813,3まくり,58.4,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-2-1,0.006980197624016114,0.0457897435166113,2026-07-31,1.1573167660618717,3,0.15244019922242813,3まくり,165.8,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-2-4,0.005089139120582066,0.03338449534008031,2026-07-31,1.4046023972806503,3,0.15244019922242813,3まくり,276.0,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-2-5,0.0034165923572428932,0.022412673131302355,2026-07-31,1.186582525670457,3,0.15244019922242813,3まくり,347.3,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-2-6,0.0042251554671526945,0.02771680625389171,2026-07-31,1.1741707043217338,3,0.15244019922242813,3まくり,277.9,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-4-1,0.010264952975585013,0.06733757255595843,2026-07-31,1.578749767644975,3,0.15244019922242813,3まくり,153.8,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-4-2,0.005826014585283238,0.03821836113440392,2026-07-31,1.4314517836040914,3,0.15244019922242813,3まくり,245.7,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-4-5,0.004800829603672308,0.031493199485178675,2026-07-31,1.7585438838251664,3,0.15244019922242813,3まくり,366.3,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-4-6,0.006943169862326286,0.045546843271933715,2026-07-31,1.5038905921798735,3,0.15244019922242813,3まくり,216.6,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-5-1,0.005177605871952974,0.03396483275647154,2026-07-31,1.490114969948066,3,0.15244019922242813,3まくり,287.8,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-5-2,0.0034084800682167436,0.022359456925422745,2026-07-31,1.2717039134516672,3,0.15244019922242813,3まくり,373.1,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-5-4,0.0045617168374155045,0.02992463182732676,2026-07-31,1.875321791861514,3,0.15244019922242813,3まくり,411.1,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-5-6,0.0031990693729011042,0.020985733351301168,2026-07-31,1.5163588827551233,3,0.15244019922242813,3まくり,474.0,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-6-1,0.007025176992788105,0.04608480590173953,2026-07-31,1.0481564073239853,3,0.15244019922242813,3まくり,149.2,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-6-2,0.003856180744521433,0.025296350727637223,2026-07-31,1.0288290226383183,3,0.15244019922242813,3まくり,266.8,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-6-4,0.004395862631040242,0.02883663661857436,2026-07-31,1.2383145031640361,3,0.15244019922242813,3まくり,281.7,30920,validation,202607311612,42.28900000000001
2-3-1,low,3-6-5,0.0023579379729212757,0.015467953892403196,2026-07-31,1.1728383477310425,3,0.15244019922242813,3まくり,497.4,30920,validation,202607311612,42.28900000000001
3-4-1,A,3-1-2,0.008343377086180478,0.040518850954849535,2026-07-31,0.5473255368534393,3,0.20591346717797027,3まくり,65.6,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-1-4,0.029902677621135198,0.14521963051251244,2026-07-31,0.49937471627295776,3,0.20591346717797027,3まくり,16.7,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-1-5,0.02082637952599289,0.10114141542764042,2026-07-31,0.45193243571404573,3,0.20591346717797027,3まくり,21.7,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-1-6,0.04052040679197757,0.19678366523232754,2026-07-31,0.449776515390951,3,0.20591346717797027,3まくり,11.1,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-2-1,0.005719971434767902,0.027778520332641242,2026-07-31,0.6126089406636422,3,0.20591346717797027,3まくり,107.1,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-2-4,0.005202075333948388,0.02526340508584731,2026-07-31,0.7569019610894904,3,0.20591346717797027,3まくり,145.5,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-2-5,0.0036565486831688166,0.017757695663530713,2026-07-31,0.5389752758990836,3,0.20591346717797027,3まくり,147.4,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-2-6,0.0037744012691927485,0.01833003601425713,2026-07-31,0.7261948041926848,3,0.20591346717797027,3まくり,192.4,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-4-1,0.019828666592730176,0.0962961134328933,2026-07-31,0.5889113978040862,3,0.20591346717797027,3まくり,29.7,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-4-2,0.006092462981773503,0.029587491606402845,2026-07-31,0.795066419121442,3,0.20591346717797027,3まくり,130.5,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-4-5,0.0044903345155636355,0.021806900622399095,2026-07-31,1.1082145584411054,3,0.20591346717797027,3まくり,246.8,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-4-6,0.017271080944780883,0.0838754316630177,2026-07-31,0.58721675212255,3,0.20591346717797027,3まくり,34.0,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-5-1,0.006746524271701931,0.03276388069300457,2026-07-31,0.5889715689195786,3,0.20591346717797027,3まくり,87.3,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-5-2,0.003129437519900705,0.015197828305207176,2026-07-31,0.6021037788288957,3,0.20591346717797027,3まくり,192.4,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-5-4,0.0039330434549435,0.019100467341187477,2026-07-31,1.2066577319766658,3,0.20591346717797027,3まくり,306.8,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-5-6,0.004706654765994131,0.022857440217478278,2026-07-31,0.6594023327157778,3,0.20591346717797027,3まくり,140.1,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-6-1,0.009518089590669177,0.046223735247208124,2026-07-31,0.5187358826914702,3,0.20591346717797027,3まくり,54.5,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-6-2,0.002822569619332991,0.013707552293767432,2026-07-31,0.6283039972635238,3,0.20591346717797027,3まくり,222.6,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-6-4,0.005787935935906852,0.028108583742627966,2026-07-31,0.729858721517854,3,0.20591346717797027,3まくり,126.1,5110,validation,202607312009,61.58933333333335
3-4-1,A,3-6-5,0.0036408292383088006,0.017681355611199753,2026-07-31,0.5512215466799524,3,0.20591346717797027,3まくり,151.4,5110,validation,202607312009,61.58933333333335
1-3-6,preA,3-1-2,0.019531963571235857,0.10362202960274919,2026-07-31,0.42970319856718886,3,0.18849238570325838,3まくり,22.0,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-1-4,0.02097264403008059,0.11126520549799612,2026-07-31,0.48446807709486167,3,0.18849238570325838,3まくり,23.1,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-1-5,0.03207698652738942,0.17017656393764302,2026-07-31,0.4266239208142793,3,0.18849238570325838,3まくり,13.3,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-1-6,0.01882878771482592,0.09989150301523525,2026-07-31,0.4669539353276828,3,0.18849238570325838,3まくり,24.8,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-2-1,0.004647091854834213,0.02465400306487755,2026-07-31,0.5994748492736135,3,0.18849238570325838,3まくり,129.0,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-2-4,0.004633711621982081,0.02458301752982683,2026-07-31,0.6158202745614185,3,0.18849238570325838,3まくり,132.9,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-2-5,0.0034723975954636783,0.01842195154201209,2026-07-31,0.5857934743547225,3,0.18849238570325838,3まくり,168.7,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-2-6,0.002952963155659412,0.015666219856266404,2026-07-31,0.6939463415799618,3,0.18849238570325838,3まくり,235.0,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-4-1,0.006307905389918182,0.03346504086296967,2026-07-31,1.1858862133046182,3,0.18849238570325838,3まくり,188.0,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-4-2,0.004141371932823811,0.021971030380736598,2026-07-31,0.7462752222948507,3,0.18849238570325838,3まくり,180.2,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-4-5,0.004123996766691911,0.02187885070956806,2026-07-31,1.4669056499123128,3,0.18849238570325838,3まくり,355.7,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-4-6,0.004938290532218516,0.026198886038785757,2026-07-31,1.2261775391498577,3,0.18849238570325838,3まくり,248.3,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-5-1,0.019103933184925433,0.10135121964555405,2026-07-31,0.47568793630464323,3,0.18849238570325838,3まくり,24.9,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-5-2,0.00807906694110846,0.042861502924724244,2026-07-31,0.4871677365488401,3,0.18849238570325838,3まくり,60.3,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-5-4,0.01005858727868672,0.05336336128994542,2026-07-31,0.6095503890884153,3,0.18849238570325838,3まくり,60.6,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-5-6,0.010107663074372055,0.0536237208556766,2026-07-31,0.5357061429417189,3,0.18849238570325838,3まくり,53.0,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-6-1,0.006333058392674317,0.03359848393369261,2026-07-31,0.523743929074166,3,0.18849238570325838,3まくり,82.7,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-6-2,0.0021510833967582745,0.011412043986459501,2026-07-31,0.6023033510923168,3,0.18849238570325838,3まくり,280.0,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-6-4,0.003270217884800917,0.01734933680530304,2026-07-31,0.8119951007960677,3,0.18849238570325838,3まくり,248.3,870,validation,202607312010,51.74933333333333
1-3-6,preA,3-6-5,0.002760664856808613,0.014646028519977986,2026-07-31,0.672774025604259,3,0.18849238570325838,3まくり,243.7,870,validation,202607312010,51.74933333333333
1-3-4,low,3-1-2,0.006989708445081517,0.040737072691350365,2026-08-01,0.6877873109960213,3,0.17158101903982978,3まくり,98.4,610,validation,202608010811,36.14433333333333
1-3-4,low,3-1-4,0.020564031571167957,0.11985027065490471,2026-08-01,0.6683310260629586,3,0.17158101903982978,3まくり,32.5,610,validation,202608010811,36.14433333333333
1-3-4,low,3-1-5,0.029859653481903337,0.17402655403842715,2026-08-01,0.5882351735934958,3,0.17158101903982978,3まくり,19.7,610,validation,202608010811,36.14433333333333
1-3-4,low,3-1-6,0.015583911326308963,0.09082538041513442,2026-08-01,0.6389403643786675,3,0.17158101903982978,3まくり,41.0,610,validation,202608010811,36.14433333333333
1-3-4,low,3-2-1,0.004040738331677023,0.023550031083211076,2026-08-01,0.8162291429987586,3,0.17158101903982978,3まくり,202.0,610,validation,202608010811,36.14433333333333
1-3-4,low,3-2-4,0.004825286134268108,0.028122493742434265,2026-08-01,0.8806147195039297,3,0.17158101903982978,3まくり,182.5,610,validation,202608010811,36.14433333333333
1-3-4,low,3-2-5,0.0030647507259347327,0.017861828441660555,2026-08-01,0.8256438455668169,3,0.17158101903982978,3まくり,269.4,610,validation,202608010811,36.14433333333333
1-3-4,low,3-2-6,0.002888519583853144,0.016834726824781363,2026-08-01,0.8833092887422915,3,0.17158101903982978,3まくり,305.8,610,validation,202608010811,36.14433333333333
1-3-4,low,3-4-1,0.01236135795671711,0.07204385441869662,2026-08-01,0.8418084768524351,3,0.17158101903982978,3まくり,68.1,610,validation,202608010811,36.14433333333333
1-3-4,low,3-4-2,0.005127934753245707,0.02988637543908828,2026-08-01,0.9830250921972019,3,0.17158101903982978,3まくり,191.7,610,validation,202608010811,36.14433333333333
1-3-4,low,3-4-5,0.010517918833861063,0.0613000137935974,2026-08-01,0.8035689989069853,3,0.17158101903982978,3まくり,76.4,610,validation,202608010811,36.14433333333333
1-3-4,low,3-4-6,0.008841751579796145,0.051531058792369536,2026-08-01,0.9177738139828399,3,0.17158101903982978,3まくり,103.8,610,validation,202608010811,36.14433333333333
1-3-4,low,3-5-1,0.010198004244163672,0.05943550342125179,2026-08-01,0.744454309823948,3,0.17158101903982978,3まくり,73.0,610,validation,202608010811,36.14433333333333
1-3-4,low,3-5-2,0.00446684792996288,0.026033461946778462,2026-08-01,0.8022458882213331,3,0.17158101903982978,3まくり,179.6,610,validation,202608010811,36.14433333333333
1-3-4,low,3-5-4,0.009613783355497564,0.056030576163356854,2026-08-01,0.8911977170546242,3,0.17158101903982978,3まくり,92.7,610,validation,202608010811,36.14433333333333
1-3-4,low,3-5-6,0.008031964288465344,0.04681149659450882,2026-08-01,0.757414232402282,3,0.17158101903982978,3まくり,94.3,610,validation,202608010811,36.14433333333333
1-3-4,low,3-6-1,0.005100563780308164,0.02972685328978114,2026-08-01,0.7125487601090504,3,0.17158101903982978,3まくり,139.7,610,validation,202608010811,36.14433333333333
1-3-4,low,3-6-2,0.00168688107927368,0.009831396786856112,2026-08-01,0.8675629390704536,3,0.17158101903982978,3まくり,514.3,610,validation,202608010811,36.14433333333333
1-3-4,low,3-6-4,0.004624481584561973,0.02695217460789456,2026-08-01,0.8439678891825602,3,0.17158101903982978,3まくり,182.5,610,validation,202608010811,36.14433333333333
1-3-4,low,3-6-5,0.003192930053781707,0.018608876853916573,2026-08-01,0.7685382639452568,3,0.17158101903982978,3まくり,240.7,610,validation,202608010811,36.14433333333333
2-5-1,A,3-1-2,0.008843166786735255,0.044144027874784414,2026-08-01,0.2918245039622634,3,0.20032532626653615,3まくり,33.0,201040,validation,202608011301,57.816
2-5-1,A,3-1-4,0.028713099410700875,0.1433323481649925,2026-08-01,0.264160514578448,3,0.20032532626653615,3まくり,9.2,201040,validation,202608011301,57.816
2-5-1,A,3-1-5,0.018141175207689,0.09055857063001543,2026-08-01,0.2467199828245704,3,0.20032532626653615,3まくり,13.6,201040,validation,202608011301,57.816
2-5-1,A,3-1-6,0.022109419432419668,0.11036756981492554,2026-08-01,0.2608911493025521,3,0.20032532626653615,3まくり,11.8,201040,validation,202608011301,57.816
2-5-1,A,3-2-1,0.0044883783841892086,0.022405446519614534,2026-08-01,0.40260754106177205,3,0.20032532626653615,3まくり,89.7,201040,validation,202608011301,57.816
2-5-1,A,3-2-4,0.004088040451468066,0.020407007579405417,2026-08-01,0.5097786442980679,3,0.20032532626653615,3まくり,124.7,201040,validation,202608011301,57.816
2-5-1,A,3-2-5,0.0029977663399444305,0.014964489991424513,2026-08-01,0.32615697778595404,3,0.20032532626653615,3まくり,108.8,201040,validation,202608011301,57.816
2-5-1,A,3-2-6,0.003231255243350454,0.016130038590583477,2026-08-01,0.4591613700800995,3,0.20032532626653615,3まくり,142.1,201040,validation,202608011301,57.816
2-5-1,A,3-4-1,0.017331909446608347,0.08651881302091556,2026-08-01,0.31717394287293277,3,0.20032532626653615,3まくり,18.3,201040,validation,202608011301,57.816
2-5-1,A,3-4-2,0.005557398709121428,0.027741867754290925,2026-08-01,0.4284754404732621,3,0.20032532626653615,3まくり,77.1,201040,validation,202608011301,57.816
2-5-1,A,3-4-5,0.010935987288081761,0.054591136786824694,2026-08-01,0.28652286694774215,3,0.20032532626653615,3まくり,26.2,201040,validation,202608011301,57.816
2-5-1,A,3-4-6,0.014598718057209366,0.07287504944724528,2026-08-01,0.3138724382300014,3,0.20032532626653615,3まくり,21.5,201040,validation,202608011301,57.816
2-5-1,A,3-5-1,0.009981332606731216,0.04982561512692054,2026-08-01,0.28147357950982027,3,0.20032532626653615,3まくり,28.2,201040,validation,202608011301,57.816
2-5-1,A,3-5-2,0.003141006641763269,0.015679528396644705,2026-08-01,0.34174152262384366,3,0.20032532626653615,3まくり,108.8,201040,validation,202608011301,57.816
2-5-1,A,3-5-4,0.008219267660442096,0.041029598272093785,2026-08-01,0.31726373169306493,3,0.20032532626653615,3まくり,38.6,201040,validation,202608011301,57.816
2-5-1,A,3-5-6,0.00839831937778462,0.04192340296808261,2026-08-01,0.2796640352802278,3,0.20032532626653615,3まくり,33.3,201040,validation,202608011301,57.816
2-5-1,A,3-6-1,0.010745265444158294,0.053639076218757985,2026-08-01,0.26540805647070986,3,0.20032532626653615,3まくり,24.7,201040,validation,202608011301,57.816
2-5-1,A,3-6-2,0.002864761286149044,0.01430054471663474,2026-08-01,0.3305934524215997,3,0.20032532626653615,3まくり,115.4,201040,validation,202608011301,57.816
2-5-1,A,3-6-4,0.009734918414721312,0.048595545037419995,2026-08-01,0.28133914218544587,3,0.20032532626653615,3まくり,28.9,201040,validation,202608011301,57.816
2-5-1,A,3-6-5,0.006204140077268443,0.03097032308842334,2026-08-01,0.2562309851911867,3,0.20032532626653615,3まくり,41.3,201040,validation,202608011301,57.816
1-6-3,low,3-1-2,0.010437220318520266,0.0688811250162743,2026-08-01,0.3987018161674742,3,0.15152511397068938,3まくり,38.2,980,validation,202608011802,42.763
1-6-3,low,3-1-4,0.014147013605955784,0.09336415090037381,2026-08-01,0.4385574217846293,3,0.15152511397068938,3まくり,31.0,980,validation,202608011802,42.763
1-6-3,low,3-1-5,0.008356501945492392,0.055149286652962703,2026-08-01,0.41698944708007035,3,0.15152511397068938,3まくり,49.9,980,validation,202608011802,42.763
1-6-3,low,3-1-6,0.026851630634624635,0.17720911029849973,2026-08-01,0.3732376658212824,3,0.15152511397068938,3まくり,13.9,980,validation,202608011802,42.763
1-6-3,low,3-2-1,0.005973858569733947,0.03942487428776668,2026-08-01,0.45819495229859375,3,0.15152511397068938,3まくり,76.7,980,validation,202608011802,42.763
1-6-3,low,3-2-4,0.004332114872022603,0.028590078294615878,2026-08-01,0.5597092414653203,3,0.15152511397068938,3まくり,129.2,980,validation,202608011802,42.763
1-6-3,low,3-2-5,0.003116773727604254,0.020569354121767264,2026-08-01,0.4612825116854296,3,0.15152511397068938,3まくり,148.0,980,validation,202608011802,42.763
1-6-3,low,3-2-6,0.00416690993316047,0.02749979738650126,2026-08-01,0.5216971236316909,3,0.15152511397068938,3まくり,125.2,980,validation,202608011802,42.763
1-6-3,low,3-4-1,0.00784518395170502,0.051774809773266844,2026-08-01,0.6080017562571391,3,0.15152511397068938,3まくり,77.5,980,validation,202608011802,42.763
1-6-3,low,3-4-2,0.003975838039752011,0.026238805802984495,2026-08-01,0.6472664328716274,3,0.15152511397068938,3まくり,162.8,980,validation,202608011802,42.763
1-6-3,low,3-4-5,0.00405365529456482,0.026752365917038338,2026-08-01,0.6222360877156999,3,0.15152511397068938,3まくり,153.5,980,validation,202608011802,42.763
1-6-3,low,3-4-6,0.008018808307260003,0.052920655178065996,2026-08-01,0.5621184623389262,3,0.15152511397068938,3まくり,70.1,980,validation,202608011802,42.763
1-6-3,low,3-5-1,0.005264499291959435,0.03474341087100443,2026-08-01,0.5101299813908693,3,0.15152511397068938,3まくり,96.9,980,validation,202608011802,42.763
1-6-3,low,3-5-2,0.0036124792305077913,0.023840795336452145,2026-08-01,0.45914611019754026,3,0.15152511397068938,3まくり,127.1,980,validation,202608011802,42.763
1-6-3,low,3-5-4,0.004132725311001592,0.02727419371419193,2026-08-01,0.6343733352387444,3,0.15152511397068938,3まくり,153.5,980,validation,202608011802,42.763
1-6-3,low,3-5-6,0.004958729468799667,0.032725462722693416,2026-08-01,0.5043027869769261,3,0.15152511397068938,3まくり,101.7,980,validation,202608011802,42.763
1-6-3,low,3-6-1,0.01607733408639478,0.10610342843566338,2026-08-01,0.3697786839870799,3,0.15152511397068938,3まくり,23.0,980,validation,202608011802,42.763
1-6-3,low,3-6-2,0.004236233737348949,0.027957304412048783,2026-08-01,0.4202343867450158,3,0.15152511397068938,3まくり,99.2,980,validation,202608011802,42.763
1-6-3,low,3-6-4,0.006729863505781374,0.04441417880789835,2026-08-01,0.44888189583561766,3,0.15152511397068938,3まくり,66.7,980,validation,202608011802,42.763
1-6-3,low,3-6-5,0.005237740138499593,0.03456681206993032,2026-08-01,0.39806825052596906,3,0.15152511397068938,3まくり,76.0,980,validation,202608011802,42.763
2-1-4,low,3-1-2,0.017251185790767586,0.10445697617303054,2026-08-01,0.5227109294602579,3,0.16515111218796338,3まくり,30.3,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-1-4,0.012628342340924907,0.07646537872873793,2026-08-01,0.6453082936212627,3,0.16515111218796338,3まくり,51.1,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-1-5,0.008467344459548973,0.05127028421045107,2026-08-01,0.6062618633037065,3,0.16515111218796338,3まくり,71.6,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-1-6,0.029959708702063294,0.1814078531179691,2026-08-01,0.5302868440265203,3,0.16515111218796338,3まくり,17.7,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-2-1,0.008672755187428537,0.05251405862503558,2026-08-01,0.5793400465202262,3,0.16515111218796338,3まくり,66.8,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-2-4,0.0049089272627924185,0.029723852281451323,2026-08-01,0.7113035603786214,3,0.16515111218796338,3まくり,144.9,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-2-5,0.003723810711753261,0.022547899692707377,2026-08-01,0.6248554374321973,3,0.16515111218796338,3まくり,167.8,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-2-6,0.007241491517201207,0.04384767030184726,2026-08-01,0.611181884051782,3,0.16515111218796338,3まくり,84.4,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-4-1,0.006289201185710614,0.038081494592374816,2026-08-01,1.055327958962241,3,0.16515111218796338,3まくり,167.8,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-4-2,0.003970357301306076,0.024040754244435816,2026-08-01,0.8675230703353777,3,0.16515111218796338,3まくり,218.5,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-4-5,0.0045508725812850445,0.02755580947045371,2026-08-01,0.8241630244707215,3,0.16515111218796338,3まくり,181.1,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-4-6,0.006558602446859505,0.039712735566654646,2026-08-01,1.0257654226888266,3,0.16515111218796338,3まくり,156.4,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-5-1,0.005127738710038096,0.031048768864493412,2026-08-01,0.8019783342499582,3,0.16515111218796338,3まくり,156.4,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-5-2,0.003802856939724691,0.023026529396886816,2026-08-01,0.6624576789000411,3,0.16515111218796338,3まくり,174.2,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-5-4,0.004297432251837121,0.02602121290558483,2026-08-01,0.9389889470264109,3,0.16515111218796338,3まくり,218.5,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-5-6,0.005032583058694339,0.03047259562482756,2026-08-01,0.8243371050141327,3,0.16515111218796338,3まくり,163.8,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-6-1,0.0149249815332446,0.0903716683194845,2026-08-01,0.541776829656779,3,0.16515111218796338,3まくり,36.3,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-6-2,0.00711491563565998,0.04308124566283443,2026-08-01,0.5499829786365165,3,0.16515111218796338,3まくり,77.3,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-6-4,0.0063288636397657895,0.03832165315703549,2026-08-01,0.6911119094624242,3,0.16515111218796338,3まくり,109.2,10260,validation,202608011805,26.740000000000002
2-1-4,low,3-6-5,0.004299140931357354,0.026031559063703875,2026-08-01,0.6362728578408884,3,0.16515111218796338,3まくり,148.0,10260,validation,202608011805,26.740000000000002
1-4-2,low,3-1-2,0.01036892551244064,0.06581055068781996,2026-08-02,0.501855994802127,3,0.15755719112011157,3まくり,48.4,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-1-4,0.01137935896889709,0.07222367248361385,2026-08-02,0.5928646022795384,3,0.15755719112011157,3まくり,52.1,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-1-5,0.00584461923690986,0.037095223616002995,2026-08-02,0.544134050956308,3,0.15755719112011157,3まくり,93.1,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-1-6,0.0037580914157336505,0.023852236695872046,2026-08-02,0.627977075569093,3,0.15755719112011157,3まくり,167.1,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-2-1,0.01006912037061954,0.06390771693145686,2026-08-02,0.5215804351980922,3,0.15755719112011157,3まくり,51.8,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-2-4,0.022982813134433854,0.14586965514581446,2026-08-02,0.5079201702709882,3,0.15755719112011157,3まくり,22.1,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-2-5,0.009446103281115363,0.05995348872343285,2026-08-02,0.5034773048834488,3,0.15755719112011157,3まくり,53.3,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-2-6,0.004904705001305368,0.03112968038105181,2026-08-02,0.5890550706567746,3,0.15755719112011157,3まくり,120.1,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-4-1,0.012611424554750492,0.08004347161238959,2026-08-02,0.6482272221141753,3,0.15755719112011157,3まくり,51.4,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-4-2,0.02221715010428463,0.14101006717838535,2026-08-02,0.5243247424611174,3,0.15755719112011157,3まくり,23.6,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-4-5,0.008680169994112348,0.05509218546232612,2026-08-02,0.6926775655301654,3,0.15755719112011157,3まくり,79.8,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-4-6,0.006455676037560597,0.040973541046686976,2026-08-02,0.8508581017504867,3,0.15755719112011157,3まくり,131.8,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-5-1,0.004367250623946494,0.02771851029393625,2026-08-02,0.6677526204014189,3,0.15755719112011157,3まくり,152.9,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-5-2,0.006151569279100284,0.039043405352477495,2026-08-02,0.5634837459655859,3,0.15755719112011157,3まくり,91.6,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-5-4,0.005812351529493226,0.03689042364979875,2026-08-02,0.9148641307422337,3,0.15755719112011157,3まくり,157.4,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-5-6,0.0028425362898882056,0.018041298335416737,2026-08-02,0.7316688410172241,3,0.15755719112011157,3まくり,257.4,2340,validation,202608020603,25.674666666666674
1-4-2,low,3-6-1,0.0016601862233956563,0.010537038719673772,2026-08-02,0.673039494964599,3,0.15755719112011157,3まくり,405.4,2340,validation,202608020603,25.674666666666674
