date,race_code,venue,race,jump3,threat3,turn3,stretch3,wallweak2,o4,o5,o6,follow4,chain5,counter4,s4,f4,t4,s5,f5,t5,stretch5,winner,second,third,kimarite,three_attack_win,four_counter,four_win,five_win,five_ms,five_win_3in23,five_ms_3in23
2026-08-03,202608030102,01,02R,0.8500000000000001,0.6666666666666667,0.7656410256410257,0.5203663003663004,0.5566666666666668,0.21,0.1265120879120879,0.536604,0.125,0.40945362637362637,0.375359706959707,0.0,0.0,0.5,0.13199999999999998,0.08333333333333341,0.051538461538461526,0.3894505494505494,2,3,5,まくり,0,0,0,0,0,0,0
2026-08-03,202608030104,01,04R,0.7433333333333334,0.4074666666666667,0.5,0.59,0.78,0.5207817802197803,0.6003842857142857,0.39666999999999997,0.5114605750915752,0.6092642660073261,0.5488970764835165,0.5193000000000001,0.5833333333333334,0.5656410256410256,0.4089000000000001,0.0,1.0,1.0,1,5,3,逃げ,0,0,0,0,0,0,0
2026-08-03,202608030501,05,01R,0.7983333333333333,0.6687333333333334,0.41020986358866735,0.44583420776495275,0.56,0.4598274921301154,0.47175711137760457,0.39549650786988455,0.46442812172088144,0.557612093189427,0.5560381196222457,0.0,0.9166666666666667,0.76099685204617,0.4213,0.3333333333333334,0.6755771248688351,0.34604407135362014,1,3,6,逃げ,0,0,0,0,0,0,0
2026-08-03,202608031907,19,07R,0.95875,0.9055,0.5,0.5,0.6088888888888889,0.561566,0.3974957142857143,0.32999999999999996,0.544167,0.6367071342857143,0.5893339688888889,0.7399,0.4166666666666666,0.5,0.3467,0.3333333333333334,0.5,0.5,3,4,5,まくり,1,0,0,0,0,0,0
2026-08-03,202608031911,19,11R,0.7662500000000001,0.8201833333333334,0.5,0.5,0.375,0.519174,0.3535342857142857,0.7057399999999999,0.580963,0.5676356657142858,0.5267361199999999,0.3211,0.8333333333333334,0.5,0.29939999999999994,0.1666666666666666,0.5,0.5,3,6,1,まくり差し,1,0,0,0,0,0,0
2026-08-03,202608032103,21,03R,0.9175000000000001,0.7076333333333333,0.47557712486883524,0.14604407135362013,0.5233333333333333,0.32649008184679956,0.5753351776345376,0.37711181951731376,0.4302395341028331,0.6829495582851147,0.5555846641203218,0.15239999999999998,0.5,0.13463273871983208,0.5869,0.8333333333333334,0.580314795383001,0.26875131164742916,1,2,3,逃げ,0,0,0,0,0,0,0
2026-08-03,202608032104,21,04R,0.8991666666666669,0.5013333333333334,0.8098426023084995,0.8456243441762854,0.45,0.6557378363064008,0.7999770559136561,0.1502010493179433,0.6689119317943336,0.7530534334512567,0.47170262333683105,0.6478999999999999,0.8333333333333334,0.6657345225603357,0.9118,0.6666666666666666,0.7142130115424974,0.888121720881427,1,3,5,逃げ,0,0,0,0,0,0,0
2026-08-04,202608040103,01,03R,0.7675000000000001,0.31365,0.051538461538461526,0.4494505494505494,0.4344444444444444,0.4968435604395604,0.42747454212454217,0.49548999999999993,0.44568115018315013,0.5319412565567766,0.6321054369719169,0.41059999999999997,0.6666666666666666,0.7312820512820513,0.14850000000000002,0.3333333333333334,0.7828205128205128,0.5101831501831502,1,5,3,逃げ,0,0,0,0,0,0,0
2026-08-04,202608040407,04,07R,0.81625,0.5852333333333333,0.6094753410283317,0.6454144805876181,0.3749999999999999,0.5102239013641133,0.3345294633488233,0.5329294753410283,0.5833027922350472,0.6066265104212262,0.47907590098635877,0.6489,0.5,0.22916054564533053,0.31650000000000006,0.4166666666666666,0.38031479538300106,0.24875131164742917,1,3,2,逃げ,0,0,0,0,0,0,0
2026-08-04,202608040601,06,01R,0.76625,0.8368,0.6948950682056663,0.6770828961175237,0.45,0.34394486883525704,0.3969372612801678,0.5339862623294859,0.4826253620146904,0.5935940190975866,0.3928972138509968,0.15299999999999994,0.75,0.11494753410283315,0.2659,0.1666666666666666,0.6752098635886673,0.5258342077649527,3,1,2,まくり差し,1,0,0,0,0,0,0
